Date Read,Author,Books,Year Published,Pages,Favorite
2020,Mary L. Trump,Too Much and Never Enough,2020,236,0
2020,Doris Kearns Goodwin,Leadership,2020,397,0
2020,David Mikie,Stanley Kubrick,2020,248,0
2020,Julie Satow,The Plaza,2019,358,0
2020,Ash Carter and Sam Kashner,Life Isn’t Everything – Mike Nichols as Remembered by 150 of His Closest Friends ,2019,368,0
2021,Ruth Ben-Ghiat,Strongmen (Mussolini to the Present) ,2019,384,0
Jul-21,Mark Harris,Mike Nichols A Life,2021,688,0
Aug-21,David S. Brown,The Last American Aristocrat ,2020,464,0
Sep-21,P.G.Wodehouse,Jeeves and the Feudal Sprit ,1954,231,0
Sep-21,Margaret MacMillan,Paris ,1919,624,0
Sep-21,Charles Terry,The Music of Bach ,1963,100,0
Oct-21,Bernard Shaw,Pygmalion ,1913,82,0
Oct-21,Jo Giese,Never Sit if You Can Dance ,2019,144,0
Oct-21,"Bob Woodward, Robert Costa",Peril ,2021,512,0
Dec-21,Amor Towles,A Gentleman in Moscow ,2016,462,0
Dec-21,Mel Brooks,All About Me! ,2021,480,0
Jan-22,James Michener,Caravans ,1963,320,0
Jan-22,Abraham Lincoln,The Spiritual Growth of a Public Man ,1973,47,0
Feb-22,Joe Scarborough,Saving Freedom ,2020,272,0
